NT_GER,QE_I01,QE_I04,QE_I05,QE_I08,QE_I09,QE_I15
43.8,Solteiro(a),Médio,Médio,A,B,Sem Cotas
40.3,Solteiro(a),Médio,Fundamental I,A,A,Sem Cotas
47.7,Solteiro(a),Médio,Superior,E,C,Sem Cotas
38.9,Solteiro(a),Fundamental II,Médio,C,C,Sem Cotas
54.5,Solteiro(a),Fundamental II,Superior,C,C,Sim - ?
55.4,Solteiro(a),Fundamental II,Fundamental II,A,B,Sem Cotas
52.2,Solteiro(a),Nenhuma,Fundamental I,C,C,Sem Cotas
35.8,Solteiro(a),Fundamental II,Médio,A,B,Sem Cotas
47.2,Solteiro(a),Médio,Médio,B,B,Sem Cotas
31.8,Solteiro(a),Fundamental II,Fundamental II,B,A,Sem Cotas
32.3,Outro,Fundamental I,Fundamental I,A,F,Sem Cotas
62.9,Solteiro(a),Médio,Médio,D,C,Sem Cotas
36.1,Casado(a),Superior,Superior,B,C,Sem Cotas
43.9,Solteiro(a),Superior,Superior,C,B,Sem Cotas
35.4,Solteiro(a),Nenhuma,Médio,B,B,Sem Cotas
54.6,Solteiro(a),Médio,Médio,A,B,Ensino Público
40.1,Casado(a),Superior,Superior,E,F,Sem Cotas
36.6,Solteiro(a),Fundamental I,Médio,A,B,Sem Cotas
49.7,Casado(a),Superior,Superior,A,D,Sem Cotas
38.8,Solteiro(a),Superior,Superior,B,E,Sem Cotas
32.8,Casado(a),Nenhuma,Nenhuma,B,B,Ensino Público
33.8,Casado(a),Fundamental I,Médio,C,F,Sem Cotas
36.2,Casado(a),Fundamental I,Fundamental I,A,A,Sem Cotas
26.6,Outro,Médio,Fundamental II,A,A,Sem Cotas
70.0,Solteiro(a),Pós-graduação,Pós-graduação,F,D,Sem Cotas
52.0,Casado(a),Pós-graduação,Pós-graduação,F,F,Sem Cotas
47.3,Casado(a),Médio,Superior,E,B,Renda
55.8,Casado(a),Médio,Superior,F,E,Sem Cotas
61.2,Solteiro(a),Superior,Médio,D,C,Sem Cotas
42.5,Solteiro(a),Fundamental II,Médio,B,C,Sem Cotas
35.6,Casado(a),Pós-graduação,Pós-graduação,E,F,Sem Cotas
58.4,Solteiro(a),Médio,Superior,E,E,Sem Cotas
48.5,Casado(a),Superior,Superior,E,E,Sem Cotas
60.4,Casado(a),Pós-graduação,Pós-graduação,C,F,Sem Cotas
42.5,Solteiro(a),Fundamental II,Fundamental II,A,C,2 ou mais critérios
46.4,Outro,Fundamental I,Fundamental I,B,F,Sem Cotas
45.7,Casado(a),Pós-graduação,Superior,B,B,Sem Cotas
35.9,Casado(a),Superior,Superior,E,B,Sem Cotas
24.9,Casado(a),Médio,Médio,C,A,Sem Cotas
40.7,Solteiro(a),Fundamental I,Fundamental I,B,E,Renda
33.8,Divorciado(a),Superior,Superior,E,D,Sem Cotas
53.9,Solteiro(a),Superior,Médio,D,B,Renda
37.7,Solteiro(a),Fundamental II,Fundamental I,B,B,Sem Cotas
45.0,Solteiro(a),Superior,Superior,D,C,Sem Cotas
36.0,Solteiro(a),Fundamental I,Pós-graduação,B,B,Sim - ?
22.4,Casado(a),Superior,Médio,A,B,Sim - ?
49.4,Solteiro(a),Fundamental II,Médio,B,B,Sem Cotas
22.1,Solteiro(a),Superior,Superior,B,D,Sem Cotas
36.0,Solteiro(a),Fundamental I,Fundamental II,B,B,Sim - ?
56.6,Solteiro(a),Superior,Superior,C,C,Sem Cotas
32.7,Solteiro(a),Fundamental II,Superior,D,B,Sem Cotas
25.8,Casado(a),Fundamental II,Superior,B,B,Sem Cotas
53.4,Solteiro(a),Superior,Pós-graduação,F,C,Sem Cotas
27.0,Solteiro(a),Superior,Superior,E,C,Sem Cotas
40.6,Solteiro(a),Fundamental II,Médio,B,C,Sem Cotas
38.8,Casado(a),Médio,Fundamental I,B,D,Ensino Público
64.4,Solteiro(a),Médio,Médio,B,F,Sem Cotas
24.8,Casado(a),Superior,Superior,E,D,Sem Cotas
32.7,Casado(a),Fundamental II,Fundamental I,C,C,Ensino Público
38.3,Solteiro(a),Superior,Pós-graduação,D,D,Sem Cotas
37.7,Solteiro(a),Superior,Superior,D,C,Sem Cotas
50.0,Solteiro(a),Pós-graduação,Superior,B,D,Sem Cotas
57.6,Solteiro(a),Médio,Médio,B,B,Sem Cotas
49.6,Solteiro(a),Médio,Pós-graduação,B,D,Sem Cotas
49.3,Casado(a),Fundamental II,Pós-graduação,D,E,Sem Cotas
47.2,Casado(a),Médio,Fundamental II,C,F,Sem Cotas
51.6,Casado(a),Superior,Superior,F,E,Sem Cotas
47.5,Casado(a),Nenhuma,Fundamental I,C,F,Sem Cotas
42.7,Casado(a),Médio,Médio,B,C,Renda
42.4,Casado(a),Fundamental I,Fundamental I,B,F,Sem Cotas
35.9,Solteiro(a),Médio,Superior,D,C,2 ou mais critérios
52.1,Solteiro(a),Médio,Médio,B,F,Sem Cotas
50.8,Divorciado(a),Fundamental I,Fundamental I,B,C,Sem Cotas
34.1,Solteiro(a),Médio,Médio,C,C,Sem Cotas
35.3,Solteiro(a),Médio,Superior,B,B,Sem Cotas
62.5,Solteiro(a),Pós-graduação,Pós-graduação,E,D,Sem Cotas
40.5,Solteiro(a),Superior,Superior,D,C,Sem Cotas
47.1,Solteiro(a),Médio,Médio,C,E,Sem Cotas
40.5,Solteiro(a),Médio,Superior,E,D,Sem Cotas
53.1,Casado(a),Fundamental II,Fundamental I,B,F,Sem Cotas
54.4,Outro,Médio,Superior,B,F,Sem Cotas
42.1,Casado(a),Médio,Médio,E,D,Sem Cotas
59.8,Casado(a),Médio,Médio,E,F,Sem Cotas
47.2,Solteiro(a),Superior,Superior,E,D,Sem Cotas
55.8,Casado(a),Fundamental II,Médio,B,E,Renda
43.6,Solteiro(a),Fundamental II,Fundamental II,C,C,Sem Cotas
38.3,Solteiro(a),Fundamental I,Fundamental II,B,B,Sem Cotas
49.1,Solteiro(a),Fundamental II,Superior,B,B,Sem Cotas
38.2,Solteiro(a),Superior,Superior,A,B,Sem Cotas
23.6,Solteiro(a),Fundamental I,Fundamental II,A,C,Sem Cotas
44.3,Solteiro(a),Fundamental I,Superior,G,B,Sem Cotas
46.0,Solteiro(a),Superior,Superior,C,B,Sem Cotas
43.4,Solteiro(a),Fundamental I,Superior,B,C,Sem Cotas
59.8,Casado(a),Médio,Médio,C,F,Sem Cotas
59.6,Solteiro(a),Superior,Pós-graduação,C,D,Sem Cotas
27.6,Casado(a),Médio,Médio,B,E,Sem Cotas
72.0,Casado(a),Superior,Superior,F,E,Sem Cotas
54.0,Casado(a),Fundamental I,Fundamental I,B,C,Sem Cotas
40.7,Solteiro(a),Superior,Fundamental II,A,A,Sem Cotas
54.0,Casado(a),Médio,Pós-graduação,C,C,Sem Cotas
43.9,Casado(a),Fundamental I,Superior,D,F,Sem Cotas
52.9,Solteiro(a),Médio,Médio,B,B,2 ou mais critérios
28.7,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
44.4,Solteiro(a),Médio,Superior,B,C,Sem Cotas
29.9,Casado(a),Médio,Superior,D,F,Sem Cotas
28.9,Solteiro(a),Fundamental II,Superior,C,B,Sem Cotas
29.3,Divorciado(a),Médio,Superior,A,D,Sem Cotas
44.3,Solteiro(a),Médio,Superior,B,D,Sem Cotas
51.5,Casado(a),Superior,Pós-graduação,C,C,Sem Cotas
44.4,Casado(a),Fundamental II,Fundamental II,B,E,Sem Cotas
26.6,Divorciado(a),Fundamental I,Fundamental I,A,B,Renda
38.5,Solteiro(a),Superior,Médio,A,F,Sem Cotas
28.6,Solteiro(a),Médio,Médio,A,D,Sem Cotas
39.8,Solteiro(a),Superior,Médio,B,B,Sem Cotas
34.1,Casado(a),Fundamental I,Fundamental II,C,F,Sem Cotas
38.7,Casado(a),Médio,Superior,C,F,Sem Cotas
40.1,Casado(a),Fundamental I,Fundamental I,F,E,2 ou mais critérios
53.2,Solteiro(a),Médio,Fundamental II,A,C,Sem Cotas
17.9,Casado(a),Médio,Médio,D,E,Sem Cotas
27.6,Casado(a),Fundamental I,Nenhuma,F,D,Sem Cotas
33.0,Solteiro(a),Superior,Superior,C,D,Sem Cotas
22.2,Casado(a),Médio,Fundamental II,E,E,Sem Cotas
38.9,Casado(a),Superior,Superior,F,E,Sem Cotas
39.7,Casado(a),Fundamental I,Superior,E,C,Sem Cotas
24.5,Solteiro(a),Médio,Médio,B,E,Sem Cotas
31.3,Casado(a),Médio,Fundamental I,E,C,Sem Cotas
50.4,Casado(a),Médio,Médio,E,F,Sem Cotas
27.3,Divorciado(a),Médio,Superior,A,A,Étnico-racial
32.5,Solteiro(a),Fundamental I,Superior,A,E,Renda
44.3,Viúvo(a),Médio,Superior,E,F,Sem Cotas
37.6,Solteiro(a),Médio,Médio,A,C,Sem Cotas
49.4,Divorciado(a),Fundamental I,Nenhuma,E,E,Sem Cotas
41.8,Casado(a),Superior,Superior,E,F,Sem Cotas
39.9,Casado(a),Médio,Médio,F,E,Sem Cotas
36.7,Solteiro(a),Médio,Médio,C,E,Sem Cotas
32.1,Divorciado(a),Médio,Médio,B,D,Sem Cotas
53.3,Casado(a),Médio,Superior,D,F,Sem Cotas
25.7,Solteiro(a),Médio,Médio,C,D,Sem Cotas
28.4,Casado(a),Fundamental I,Fundamental I,B,F,Sem Cotas
39.7,Casado(a),Superior,Médio,F,F,Sem Cotas
36.1,Divorciado(a),Médio,Fundamental II,B,D,Sem Cotas
10.3,Solteiro(a),Médio,Fundamental II,C,C,Sem Cotas
43.2,Solteiro(a),Fundamental I,Médio,A,E,Ensino Público
24.2,Solteiro(a),Fundamental II,Fundamental II,A,C,Sem Cotas
33.8,Casado(a),Médio,Médio,B,A,Sem Cotas
42.1,Casado(a),Superior,Pós-graduação,F,D,Sem Cotas
32.4,Casado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
21.5,Casado(a),Nenhuma,Fundamental I,B,F,Renda
26.8,Casado(a),Fundamental II,Superior,B,E,Sim - ?
41.6,Casado(a),Fundamental II,Fundamental II,F,F,Sem Cotas
46.6,Casado(a),Pós-graduação,Médio,E,D,Sem Cotas
33.8,Divorciado(a),Médio,Superior,E,C,Sem Cotas
21.0,Outro,Médio,Médio,B,F,Sem Cotas
38.9,Casado(a),Fundamental I,Fundamental I,B,F,Sem Cotas
27.0,Solteiro(a),Fundamental I,Médio,A,C,Renda
39.7,Solteiro(a),Médio,Superior,A,D,Ensino Público
47.2,Solteiro(a),Superior,Superior,E,E,Sem Cotas
66.9,Solteiro(a),Fundamental I,Fundamental I,A,A,2 ou mais critérios
34.7,Casado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
30.5,Casado(a),Superior,Superior,E,E,Sem Cotas
48.2,Solteiro(a),Fundamental I,Pós-graduação,B,B,Renda
36.2,Casado(a),Nenhuma,Fundamental I,A,F,Sem Cotas
51.2,Solteiro(a),Superior,Superior,B,B,Sem Cotas
54.0,Solteiro(a),Fundamental II,Superior,B,A,Étnico-racial
40.7,Solteiro(a),Médio,Médio,C,E,Renda
41.5,Solteiro(a),Médio,Médio,C,E,Sim - ?
53.0,Casado(a),Superior,Médio,A,C,Sem Cotas
36.2,Casado(a),Médio,Pós-graduação,A,B,Ensino Público
32.6,Solteiro(a),Superior,Superior,E,B,Sem Cotas
48.3,Solteiro(a),Nenhuma,Fundamental I,B,C,Sem Cotas
39.2,Divorciado(a),Médio,Médio,B,D,2 ou mais critérios
38.1,Solteiro(a),Médio,Fundamental II,D,E,Sem Cotas
24.3,Solteiro(a),Fundamental II,Médio,A,B,Ensino Público
45.8,Casado(a),Fundamental I,Fundamental II,D,F,Sem Cotas
28.8,Casado(a),Fundamental I,Fundamental I,B,F,Sim - ?
42.3,Solteiro(a),Médio,Fundamental II,B,B,Ensino Público
40.3,Divorciado(a),Fundamental I,Fundamental I,A,A,Ensino Público
33.8,Solteiro(a),Fundamental II,Médio,C,B,Sem Cotas
41.2,Solteiro(a),Fundamental I,Fundamental I,A,B,Sim - ?
31.0,Casado(a),Médio,Médio,A,F,Sem Cotas
51.5,Solteiro(a),Nenhuma,Médio,A,B,Sem Cotas
55.2,Solteiro(a),Médio,Médio,C,D,Sem Cotas
41.2,Solteiro(a),Fundamental I,Médio,D,E,Sem Cotas
46.7,Casado(a),Fundamental II,Fundamental II,A,A,Sem Cotas
49.0,Solteiro(a),Pós-graduação,Superior,B,B,Sem Cotas
50.5,Casado(a),Fundamental I,Fundamental I,B,C,2 ou mais critérios
42.0,Solteiro(a),Superior,Fundamental II,A,C,Sem Cotas
62.8,Solteiro(a),Fundamental I,Médio,A,C,Ensino Público
46.8,Solteiro(a),Médio,Fundamental I,B,D,Renda
61.6,Solteiro(a),Médio,Médio,B,D,Renda
59.0,Solteiro(a),Médio,Médio,A,B,Sem Cotas
40.5,Casado(a),Médio,Médio,C,E,Renda
38.3,Divorciado(a),Superior,Médio,B,C,Renda
46.8,Casado(a),Pós-graduação,Pós-graduação,F,D,Sem Cotas
34.0,Solteiro(a),Pós-graduação,Pós-graduação,G,C,Sem Cotas
29.7,Solteiro(a),Médio,Médio,B,B,Sem Cotas
30.8,Divorciado(a),Superior,Superior,D,C,Sem Cotas
49.2,Solteiro(a),Superior,Médio,B,C,Sem Cotas
50.7,Casado(a),Fundamental I,Fundamental I,C,E,Sem Cotas
52.4,Solteiro(a),Fundamental II,Fundamental II,B,B,Sem Cotas
35.7,Casado(a),Fundamental II,Fundamental I,D,E,Sem Cotas
27.2,Casado(a),Nenhuma,Pós-graduação,B,D,Sem Cotas
23.9,Solteiro(a),Médio,Médio,A,C,Sem Cotas
35.5,Casado(a),Fundamental II,Fundamental II,E,F,Sem Cotas
36.1,Casado(a),Fundamental II,Médio,F,E,Sem Cotas
41.2,Solteiro(a),Fundamental II,Médio,C,C,Sem Cotas
18.7,Casado(a),Superior,Superior,F,D,Sem Cotas
36.1,Solteiro(a),Médio,Superior,E,E,Sem Cotas
43.0,Solteiro(a),Pós-graduação,Médio,C,B,Sem Cotas
35.5,Casado(a),Médio,Médio,C,E,Sem Cotas
53.5,Solteiro(a),Médio,Superior,F,F,Renda
19.8,Solteiro(a),Fundamental II,Médio,A,E,Sem Cotas
25.4,Solteiro(a),Fundamental II,Fundamental II,C,B,Sem Cotas
41.8,Solteiro(a),Fundamental II,Médio,E,E,Sem Cotas
33.5,Solteiro(a),Fundamental I,Fundamental I,B,C,Renda
38.5,Divorciado(a),Nenhuma,Fundamental II,A,C,Sem Cotas
61.2,Casado(a),Superior,Superior,F,E,Sem Cotas
58.5,Solteiro(a),Médio,Superior,D,E,Sim - ?
35.7,Solteiro(a),Médio,Superior,C,C,Sem Cotas
30.3,Casado(a),Fundamental II,Médio,B,C,Sem Cotas
35.9,Solteiro(a),Pós-graduação,Médio,A,C,Sem Cotas
46.8,Casado(a),Médio,Médio,A,C,Ensino Público
41.0,Casado(a),Fundamental II,Médio,A,F,Sim - ?
62.2,Divorciado(a),Pós-graduação,Médio,B,A,Sem Cotas
39.1,Solteiro(a),Médio,Médio,B,C,Sem Cotas
40.8,Casado(a),Superior,Pós-graduação,E,F,Sem Cotas
30.1,Solteiro(a),Fundamental II,Superior,E,C,Sem Cotas
57.4,Casado(a),Superior,Médio,G,F,Sem Cotas
49.7,Solteiro(a),Médio,Pós-graduação,C,F,Sem Cotas
39.5,Solteiro(a),Pós-graduação,Superior,A,A,Ensino Público
28.1,Solteiro(a),Médio,Médio,C,A,Sem Cotas
24.6,Casado(a),Médio,Médio,B,E,Sim - ?
47.5,Casado(a),Médio,Pós-graduação,E,E,Sem Cotas
18.8,Divorciado(a),Superior,Médio,A,B,Sem Cotas
45.3,Solteiro(a),Fundamental II,Fundamental I,C,C,Renda
20.5,Solteiro(a),Médio,Superior,B,C,Renda
33.9,Casado(a),Fundamental I,Médio,B,A,Sem Cotas
33.1,Solteiro(a),Nenhuma,Fundamental I,B,A,Sem Cotas
43.9,Solteiro(a),Médio,Superior,D,D,Sem Cotas
45.8,Solteiro(a),Médio,Médio,C,D,Sem Cotas
43.6,Solteiro(a),Médio,Médio,D,D,Sem Cotas
40.9,Solteiro(a),Fundamental I,Médio,A,C,2 ou mais critérios
51.2,Solteiro(a),Médio,Superior,B,C,Sem Cotas
49.9,Solteiro(a),Médio,Médio,A,F,Sem Cotas
41.6,Casado(a),Fundamental I,Fundamental II,C,E,Sem Cotas
37.9,Solteiro(a),Superior,Superior,F,D,Sem Cotas
43.6,Casado(a),Superior,Pós-graduação,C,C,Sem Cotas
33.2,Solteiro(a),Médio,Médio,D,E,Sem Cotas
29.3,Solteiro(a),Pós-graduação,Superior,F,C,Sem Cotas
37.5,Solteiro(a),Nenhuma,Nenhuma,C,E,Sem Cotas
48.7,Solteiro(a),Superior,Fundamental I,A,C,Renda
60.5,Solteiro(a),Fundamental II,Médio,B,C,Sem Cotas
43.8,Divorciado(a),Médio,Médio,C,F,Sem Cotas
58.4,Casado(a),Fundamental I,Fundamental II,B,E,Sem Cotas
77.3,Divorciado(a),Nenhuma,Fundamental I,A,C,Ensino Público
22.4,Casado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
48.8,Solteiro(a),Fundamental I,Fundamental I,A,E,Sem Cotas
45.2,Casado(a),Fundamental I,Médio,B,E,Sem Cotas
23.1,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
50.7,Divorciado(a),Fundamental I,Médio,A,A,Sem Cotas
49.8,Divorciado(a),Pós-graduação,Fundamental I,C,E,Sem Cotas
36.2,Casado(a),Fundamental I,Fundamental I,B,E,Sem Cotas
39.2,Solteiro(a),Médio,Médio,B,E,Sem Cotas
36.0,Casado(a),Nenhuma,Nenhuma,A,C,Sem Cotas
24.5,Casado(a),Fundamental I,Fundamental II,B,E,Sem Cotas
36.0,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
33.1,Casado(a),Fundamental II,Fundamental I,B,B,Sem Cotas
46.3,Casado(a),Médio,Médio,D,E,Ensino Público
43.4,Solteiro(a),Nenhuma,Fundamental II,A,B,Sem Cotas
52.5,Solteiro(a),Fundamental II,Fundamental II,E,E,Sem Cotas
58.2,Casado(a),Nenhuma,Fundamental II,B,C,Ensino Público
34.9,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
21.3,Casado(a),Fundamental I,Fundamental I,C,C,Sem Cotas
34.1,Casado(a),Fundamental I,Pós-graduação,A,F,Ensino Público
70.8,Solteiro(a),Fundamental II,Fundamental II,E,D,Sem Cotas
28.8,Divorciado(a),Fundamental II,Fundamental II,B,B,Ensino Público
30.1,Divorciado(a),Fundamental I,Fundamental II,A,A,Sem Cotas
15.0,Casado(a),Fundamental I,Fundamental I,C,E,Sem Cotas
41.5,Casado(a),Fundamental I,Médio,A,C,Sem Cotas
51.9,Casado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
17.2,Casado(a),Fundamental I,Fundamental II,B,B,Ensino Público
34.7,Casado(a),Nenhuma,Fundamental II,B,F,Renda
58.8,Solteiro(a),Fundamental I,Superior,B,C,Sem Cotas
52.6,Solteiro(a),Médio,Médio,A,C,Ensino Público
31.9,Solteiro(a),Fundamental I,Fundamental I,E,F,Sim - ?
47.4,Casado(a),Nenhuma,Nenhuma,B,C,Sem Cotas
23.4,Casado(a),Fundamental II,Fundamental I,B,B,Sem Cotas
37.4,Solteiro(a),Fundamental I,Fundamental I,B,D,Étnico-racial
50.5,Casado(a),Nenhuma,Médio,A,E,Sem Cotas
48.1,Casado(a),Fundamental I,Fundamental I,A,F,Sem Cotas
33.5,,,,,,
50.2,Casado(a),Superior,Fundamental I,C,E,Ensino Público
45.2,Casado(a),Fundamental I,Médio,B,B,Étnico-racial
34.5,Solteiro(a),Fundamental I,Fundamental I,A,C,Sem Cotas
32.8,Casado(a),Fundamental I,Fundamental I,A,E,Sem Cotas
32.8,Solteiro(a),Fundamental I,Médio,D,C,Sim - ?
24.6,Casado(a),Nenhuma,Fundamental I,C,E,Sem Cotas
37.5,Solteiro(a),Fundamental I,Fundamental I,A,F,Sem Cotas
42.8,Casado(a),Fundamental I,Médio,B,F,Sem Cotas
32.2,Solteiro(a),Nenhuma,Fundamental I,A,C,Sim - ?
30.2,Outro,Fundamental I,Fundamental I,A,E,Renda
44.2,Casado(a),Fundamental II,Fundamental I,A,E,Sim - ?
39.4,Viúvo(a),Nenhuma,Nenhuma,A,F,Sim - ?
38.3,Casado(a),Fundamental I,Fundamental I,A,B,2 ou mais critérios
47.0,Outro,Nenhuma,Fundamental I,B,E,Sem Cotas
21.9,Solteiro(a),Médio,Médio,B,A,2 ou mais critérios
69.3,Casado(a),Médio,Fundamental I,B,B,Sem Cotas
21.4,Outro,Fundamental I,Fundamental I,A,E,Étnico-racial
27.7,Casado(a),Fundamental I,Fundamental I,A,B,Sem Cotas
47.8,Casado(a),Fundamental II,Fundamental I,A,E,Renda
21.2,Solteiro(a),Nenhuma,Fundamental I,B,D,Sem Cotas
40.1,Casado(a),Nenhuma,Nenhuma,B,F,Sem Cotas
24.4,Solteiro(a),Fundamental I,Nenhuma,A,F,Sem Cotas
37.5,Casado(a),Fundamental I,Fundamental I,A,C,Renda
25.6,Solteiro(a),Fundamental I,Médio,A,B,Sim - ?
19.3,Solteiro(a),Fundamental I,Médio,C,B,Sim - ?
44.1,Solteiro(a),Fundamental I,Fundamental I,A,C,Étnico-racial
32.3,Solteiro(a),Fundamental I,Fundamental I,A,E,Ensino Público
45.6,Divorciado(a),Superior,Superior,B,F,Sem Cotas
45.6,Solteiro(a),Fundamental I,Pós-graduação,C,E,Sem Cotas
70.6,Outro,Médio,Fundamental II,D,C,Sem Cotas
30.3,Casado(a),Fundamental I,Fundamental II,D,E,Sem Cotas
34.2,Solteiro(a),Fundamental II,Fundamental I,B,E,Sim - ?
54.1,Solteiro(a),Fundamental I,Fundamental II,B,C,Sem Cotas
58.4,Casado(a),Nenhuma,Fundamental I,D,F,2 ou mais critérios
39.5,Casado(a),Médio,Superior,C,E,Sem Cotas
46.4,Solteiro(a),Fundamental I,Fundamental II,B,A,Sem Cotas
50.6,,,,,,
47.8,Casado(a),Nenhuma,Nenhuma,B,E,Ensino Público
52.0,Casado(a),Nenhuma,Fundamental I,B,E,Sim - ?
37.6,Solteiro(a),Fundamental I,Fundamental I,B,A,Sem Cotas
43.1,Solteiro(a),Fundamental I,Fundamental I,C,E,Sem Cotas
48.8,Divorciado(a),Fundamental II,Superior,A,A,Sem Cotas
36.9,Casado(a),Nenhuma,Fundamental I,A,F,Sem Cotas
54.1,Solteiro(a),Fundamental I,Médio,B,F,Sem Cotas
44.9,Divorciado(a),Fundamental I,Fundamental I,A,A,2 ou mais critérios
48.1,Casado(a),Nenhuma,Fundamental II,A,B,Sem Cotas
32.0,Solteiro(a),Fundamental II,Médio,B,B,Renda
47.4,Solteiro(a),Médio,Médio,B,B,Ensino Público
53.1,Solteiro(a),Superior,Fundamental I,D,B,Sem Cotas
35.1,Solteiro(a),Superior,Superior,F,B,Sem Cotas
56.7,Solteiro(a),Médio,Médio,C,B,Sem Cotas
38.0,Solteiro(a),Médio,Médio,B,B,Sem Cotas
39.2,Casado(a),Médio,Médio,A,E,Sem Cotas
52.3,Solteiro(a),Superior,Médio,A,B,Ensino Público
63.4,Solteiro(a),Médio,Fundamental II,B,B,Sem Cotas
48.8,Solteiro(a),Superior,Fundamental II,C,B,Sem Cotas
51.8,Casado(a),Nenhuma,Fundamental I,E,F,Sem Cotas
47.1,Solteiro(a),Superior,Fundamental I,F,B,Sem Cotas
50.1,Solteiro(a),Fundamental II,Superior,C,B,Sem Cotas
65.9,Solteiro(a),Médio,Superior,E,C,Sem Cotas
33.6,Solteiro(a),Médio,Superior,C,B,Sem Cotas
45.9,Solteiro(a),Médio,Médio,B,B,Sem Cotas
36.4,Solteiro(a),Fundamental I,Fundamental I,B,B,Ensino Público
68.9,Solteiro(a),Superior,Superior,B,B,Sem Cotas
47.1,Solteiro(a),Fundamental I,Médio,A,B,Renda
39.6,Solteiro(a),Médio,Médio,A,B,Ensino Público
60.6,Solteiro(a),Médio,Médio,C,B,Sem Cotas
65.1,Solteiro(a),Médio,Pós-graduação,C,B,Sem Cotas
54.9,Solteiro(a),Médio,Médio,B,B,Ensino Público
79.6,Solteiro(a),Fundamental I,Fundamental I,A,A,2 ou mais critérios
65.6,Solteiro(a),Médio,Médio,B,B,Sem Cotas
52.1,Solteiro(a),Fundamental I,Pós-graduação,B,B,Ensino Público
54.4,Solteiro(a),Médio,Médio,B,B,Sem Cotas
38.9,Solteiro(a),Fundamental I,Médio,B,B,Ensino Público
72.9,Solteiro(a),Superior,Superior,B,B,Sem Cotas
57.2,Solteiro(a),Fundamental I,Fundamental I,A,B,Sem Cotas
48.9,Solteiro(a),Superior,Médio,A,B,2 ou mais critérios
67.1,Solteiro(a),Médio,Fundamental II,B,B,Sem Cotas
76.6,Solteiro(a),Fundamental I,Médio,A,B,Ensino Público
46.0,Solteiro(a),Fundamental II,Superior,A,B,Sem Cotas
69.3,Solteiro(a),Fundamental I,Pós-graduação,B,B,Ensino Público
67.5,Solteiro(a),Fundamental I,Fundamental I,B,C,Sem Cotas
35.5,Solteiro(a),Fundamental II,Médio,A,C,Sem Cotas
44.5,Solteiro(a),Superior,Pós-graduação,D,C,Sem Cotas
55.1,Solteiro(a),Médio,Superior,C,B,Sem Cotas
61.3,Solteiro(a),Médio,Médio,B,B,Sem Cotas
66.4,Solteiro(a),Fundamental II,Médio,B,B,Ensino Público
63.0,Solteiro(a),Fundamental II,Fundamental I,C,B,Ensino Público
71.8,Solteiro(a),Fundamental I,Fundamental I,B,C,Ensino Público
70.3,Solteiro(a),Fundamental II,Fundamental II,D,B,Sem Cotas
26.9,Solteiro(a),Pós-graduação,Médio,D,B,Sem Cotas
21.9,Solteiro(a),Médio,Fundamental II,A,B,Ensino Público
30.5,Casado(a),Médio,Nenhuma,B,D,Sem Cotas
54.0,Solteiro(a),Superior,Superior,B,B,Sem Cotas
28.9,Solteiro(a),Médio,Superior,C,B,Sem Cotas
31.6,Casado(a),Fundamental II,Fundamental II,E,B,Sem Cotas
44.8,Solteiro(a),Superior,Superior,D,B,Sem Cotas
39.9,Solteiro(a),Médio,Médio,A,C,Sem Cotas
70.5,Solteiro(a),Superior,Superior,B,C,Sem Cotas
27.2,Solteiro(a),Fundamental II,Superior,C,B,Sem Cotas
35.0,Solteiro(a),Superior,Superior,G,B,Sem Cotas
46.5,Solteiro(a),Superior,Pós-graduação,F,C,Sem Cotas
46.1,Solteiro(a),Fundamental II,Fundamental II,B,D,Renda
42.5,Solteiro(a),Superior,Superior,F,B,Sem Cotas
36.2,Solteiro(a),Médio,Médio,D,B,Sem Cotas
49.8,Solteiro(a),Superior,Superior,F,B,Sem Cotas
27.6,Solteiro(a),Médio,Superior,B,B,Sem Cotas
33.5,Solteiro(a),Fundamental II,Fundamental II,B,B,Sem Cotas
45.5,Solteiro(a),Fundamental I,Médio,A,A,Sem Cotas
30.7,Solteiro(a),Fundamental I,Médio,B,B,Sem Cotas
50.7,Solteiro(a),Médio,Médio,B,C,Sem Cotas
43.3,Solteiro(a),Pós-graduação,Pós-graduação,E,B,Sem Cotas
37.7,Solteiro(a),Médio,Médio,C,B,Sem Cotas
63.0,Solteiro(a),Superior,Superior,E,B,Sem Cotas
30.1,Casado(a),Médio,Superior,C,B,Sem Cotas
38.0,Solteiro(a),Superior,Superior,C,B,Sem Cotas
49.2,Solteiro(a),Médio,Superior,B,C,Sem Cotas
45.1,Solteiro(a),Pós-graduação,Pós-graduação,E,B,Sem Cotas
36.6,Solteiro(a),Superior,Pós-graduação,C,C,Sem Cotas
46.4,Solteiro(a),Pós-graduação,Pós-graduação,E,C,Sem Cotas
27.4,Solteiro(a),Fundamental II,Fundamental I,A,B,Sem Cotas
